age,attrition,businesstravel,distancefromhome,education,educationfield,employeenumber,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
27,no,,2,3,,,m,3,2, sales executive ,3,,,1,yes,11,1,part_time,0,3,3.0,5,0,4,yes,sales,4
27,no,non_travel,1,1,marketing,449.0,m,3,2, sales executive ,2,,6349.0,0,yes,13,4,full_time,1,0,,5,1,4,yes,sales,3
41,no,travel_rarely,6,3,,466.0,m,2,2, manufacturing director ,2,single,,6,yes,15,4,full_time,0,3,3.0,5,1,2,yes,research & development,4
37,no,travel_rarely,10,3,medical,486.0,f,3,1, laboratory technician ,1,,,6,no,20,2,part_time,1,3,3.0,5,0,3,yes,research & development,3
40,yes,,22,2,,492.0,m,2,2, sales executive ,3,,6380.0,2,yes,12,1,full_time,2,6,3.0,6,1,0,yes,sales,2
55,no,,2,3,,505.0,f,3,4, manager ,4,single,,2,yes,13,3,full_time,0,2,3.0,5,1,2,no,unknow,3
26,yes,travel_frequently,3,1,,510.0,m,3,1, research scientist ,1,,3102.0,0,,22,3,full_time,0,2,3.0,6,0,4,yes,research & development,3
40,no,travel_rarely,2,2,marketing,,f,3,2, sales executive ,2,divorced,,7,,12,3,full_time,2,5,3.0,5,1,3,yes,sales,4
25,no,,4,2,,527.0,f,2,2, sales executive ,4,single,,1,yes,11,2,full_time,0,3,3.0,5,1,3,no,sales,2
30,no,,12,3,,,f,3,2, sales executive ,3,single,,0,no,11,2,full_time,0,6,3.0,5,4,4,yes,sales,2
52,no,travel_rarely,32,3,,,m,2,3, manufacturing director ,3,married,,2,,14,3,part_time,0,4,3.0,5,0,4,no,research & development,4
42,no,travel_frequently,12,2,,547.0,f,3,2, research scientist ,3,,4556.0,2,no,11,2,full_time,1,3,3.0,5,0,2,no,research & development,1
30,no,travel_rarely,2,3,life sciences,548.0,f,1,2, manufacturing director ,4,,,2,no,20,3,full_time,0,2,3.0,5,0,2,yes,research & development,3
35,no,travel_rarely,22,3,life sciences,577.0,m,1,1, laboratory technician ,3,single,4230.0,0,no,15,3,full_time,0,2,3.0,5,4,3,no,research & development,4
31,no,travel_rarely,7,3,,,m,2,3, manager ,4,divorced,,9,,21,3,part_time,1,3,2.0,5,0,1,yes,unknow,3
35,no,travel_rarely,1,3,,,f,3,2, sales executive ,3,single,4859.0,1,,16,4,part_time,0,3,3.0,5,0,3,yes,sales,1
25,no,,13,1,,,m,3,1, sales representative ,3,,,1,,11,3,full_time,0,1,3.0,7,0,6,yes,sales,2
32,no,travel_rarely,9,4,,679.0,f,3,2, research scientist ,4,married,6322.0,1,,12,4,full_time,1,2,,6,0,5,no,research & development,1
47,yes,,27,2,life sciences,785.0,f,4,2, sales executive ,3,,,4,yes,12,4,full_time,0,2,3.0,5,1,3,no,sales,2
30,no,travel_frequently,5,4,life sciences,861.0,m,2,1, research scientist ,4,divorced,,9,no,12,2,part_time,1,3,2.0,5,0,3,yes,research & development,2
45,no,,9,3,marketing,864.0,m,3,3, sales executive ,1,divorced,10761.0,4,yes,12,3,part_time,1,2,3.0,5,0,2,no,sales,4
36,no,travel_rarely,8,3,life sciences,878.0,m,2,1, human resources ,1,,,0,,21,3,part_time,0,3,3.0,5,0,3,yes,human resources,1
31,no,,11,4,,895.0,m,3,1, research scientist ,4,,,3,,19,2,full_time,1,2,3.0,6,0,2,yes,research & development,4
37,no,travel_frequently,21,2,medical,900.0,f,3,1, sales representative ,4,married,2973.0,5,,15,2,part_time,1,3,3.0,5,0,0,no,sales,3
39,no,travel_rarely,2,3,life sciences,,f,2,2, human resources ,4,,5204.0,8,no,11,3,part_time,2,2,3.0,5,0,4,no,human resources,4
42,no,,14,2,,936.0,f,2,2, sales executive ,3,,,7,,17,1,part_time,0,6,3.0,5,0,3,yes,sales,3
30,no,travel_rarely,8,2,,,m,3,3, sales executive ,3,,,5,no,11,1,full_time,1,2,4.0,8,7,7,no,sales,3
50,no,,1,2,medical,997.0,m,3,4, research director ,4,divorced,17399.0,9,no,22,3,full_time,1,1,2.0,5,1,3,yes,research & development,4
59,no,travel_rarely,1,2,,1048.0,m,3,3, manager ,4,,,3,yes,14,3,full_time,1,1,1.0,6,0,4,yes,sales,2
54,no,,2,4,life sciences,,f,2,3, sales executive ,3,married,,6,no,11,2,part_time,1,4,3.0,9,7,0,yes,sales,3
56,no,,9,3,medical,1071.0,f,3,1, research scientist ,3,married,,2,no,19,2,full_time,1,4,3.0,5,0,3,no,research & development,1
48,no,,1,4,,1116.0,m,4,4, manager ,4,single,16885.0,2,no,22,3,full_time,0,3,2.0,5,2,1,yes,unknow,1
39,no,,9,3,life sciences,1132.0,m,3,2, laboratory technician ,2,single,,9,no,15,3,part_time,0,2,2.0,5,0,3,no,research & development,3
35,no,travel_rarely,8,4,technical degree,,m,3,1, human resources ,3,,4323.0,1,no,17,2,full_time,0,2,1.0,5,1,4,yes,human resources,3
42,no,travel_rarely,4,4,marketing,1171.0,m,3,2, sales executive ,1,single,5155.0,7,no,13,4,part_time,0,3,,6,1,5,no,sales,2
44,yes,,10,4,,1200.0,m,3,1, research scientist ,3,single,2936.0,1,yes,11,3,full_time,0,4,3.0,6,0,2,no,research & development,3
29,no,travel_rarely,15,1,,1202.0,f,1,1, research scientist ,4,married,,0,yes,18,1,full_time,1,2,2.0,5,1,3,no,research & development,2
33,no,,2,3,human resources,,m,3,1, human resources ,3,,,1,no,13,4,full_time,1,2,3.0,5,1,4,yes,human resources,2
54,no,travel_frequently,1,4,,1245.0,f,3,3, manufacturing director ,3,,,7,no,17,1,full_time,1,2,1.0,5,1,4,no,research & development,4
46,no,,4,2,,1280.0,f,2,5, manager ,2,married,18789.0,2,,14,3,full_time,1,2,3.0,11,0,8,yes,sales,4
30,no,non_travel,9,2,medical,,f,3,2, manufacturing director ,3,single,,7,yes,18,3,full_time,0,3,3.0,8,1,7,yes,research & development,3
32,yes,travel_rarely,7,2,life sciences,1309.0,m,3,2, laboratory technician ,3,,4883.0,1,,18,1,full_time,1,3,3.0,10,1,1,yes,research & development,4
40,yes,,25,4,,,m,2,3, sales executive ,2,single,,2,yes,12,3,part_time,0,2,3.0,5,1,0,yes,sales,4
34,no,non_travel,26,1,,1374.0,f,2,1, research scientist ,3,divorced,2029.0,1,no,20,3,full_time,3,2,3.0,5,0,0,yes,research & development,1
39,no,travel_rarely,21,4,,1390.0,m,2,2, sales executive ,4,married,,3,,12,4,full_time,2,2,4.0,5,1,4,no,sales,1
37,no,,4,1,,,m,3,1, research scientist ,3,married,2996.0,7,yes,15,4,full_time,0,2,3.0,6,1,3,no,research & development,3
33,no,,41,1,life sciences,1395.0,m,3,2, sales executive ,4,married,,6,,13,1,full_time,0,2,4.0,5,1,2,yes,sales,4
39,no,non_travel,25,2,,1397.0,m,3,3, healthcare representative ,3,,,3,no,21,2,full_time,1,2,3.0,6,0,5,no,research & development,3
52,no,travel_rarely,8,4,other,1409.0,f,3,1, laboratory technician ,1,married,,9,no,13,3,full_time,0,2,1.0,5,0,4,yes,research & development,3
36,no,,3,4,,1425.0,f,3,2, sales executive ,2,single,9278.0,3,yes,16,4,full_time,0,3,3.0,5,0,1,yes,sales,1
36,no,,47,4,life sciences,1435.0,m,2,2, laboratory technician ,4,single,,1,,16,3,part_time,0,2,2.0,10,1,8,yes,research & development,4
24,no,travel_rarely,4,1,,1445.0,f,3,2, sales executive ,3,married,4162.0,1,yes,12,3,full_time,2,3,3.0,5,0,3,yes,sales,4
34,no,travel_rarely,1,3,life sciences,,f,2,1, laboratory technician ,2,,,5,no,17,1,full_time,1,2,2.0,5,0,2,no,research & development,4
28,no,,5,3,,1469.0,m,3,2, sales executive ,1,single,,0,,18,4,full_time,0,4,3.0,5,1,3,yes,sales,4
33,no,travel_rarely,4,4,medical,,f,2,1, laboratory technician ,2,,,8,no,11,4,full_time,0,5,3.0,5,0,2,yes,research & development,1
47,no,travel_rarely,14,3,medical,1503.0,f,3,2, sales executive ,3,married,,3,,17,3,part_time,1,4,2.0,5,1,2,yes,sales,3
40,yes,,9,4,life sciences,1534.0,m,3,1, laboratory technician ,1,single,,3,,14,2,full_time,0,3,1.0,5,1,0,no,research & development,4
45,no,travel_rarely,49,3,technical degree,1546.0,m,3,1, research scientist ,4,married,,4,no,20,4,full_time,1,3,3.0,5,0,3,yes,research & development,4
40,no,travel_rarely,9,2,,1548.0,m,3,2, sales executive ,1,,,0,,12,4,part_time,0,5,4.0,8,7,1,yes,sales,1
29,no,,2,1,life sciences,,m,3,2, healthcare representative ,4,,8853.0,1,,19,4,part_time,1,0,4.0,6,1,3,yes,research & development,1
40,no,,14,2,life sciences,1598.0,f,3,2, sales executive ,1,married,,1,no,15,3,full_time,1,2,3.0,5,1,2,yes,sales,4
43,no,,27,3,,1599.0,m,4,1, laboratory technician ,2,divorced,4876.0,5,,12,3,full_time,1,0,,6,0,2,no,research & development,4
30,no,,7,3,,1609.0,m,2,1, research scientist ,2,,2141.0,1,no,12,2,full_time,1,3,2.0,6,1,1,yes,research & development,2
38,no,,2,2,,1638.0,f,2,3, manufacturing director ,3,,7756.0,3,,19,4,part_time,1,6,4.0,5,0,2,yes,research & development,4
37,no,travel_rarely,10,3,,1640.0,f,3,1, research scientist ,2,married,3936.0,1,,11,1,full_time,1,2,1.0,8,7,7,no,research & development,2
39,no,travel_rarely,12,3,medical,,m,3,2, manufacturing director ,2,,,4,no,21,3,full_time,0,3,3.0,5,1,0,yes,research & development,4
36,no,travel_rarely,11,2,life sciences,1664.0,m,4,2, healthcare representative ,1,divorced,6842.0,6,no,20,1,full_time,1,3,3.0,5,0,4,yes,research & development,1
23,yes,travel_rarely,8,1,medical,1684.0,m,2,1, laboratory technician ,3,single,3989.0,1,,11,1,part_time,0,2,3.0,5,1,2,yes,research & development,4
35,no,,2,4,,1704.0,m,2,1, research scientist ,4,,4930.0,0,yes,14,3,part_time,0,2,4.0,5,1,4,yes,research & development,1
31,no,travel_frequently,24,1,technical degree,1736.0,f,3,2, manufacturing director ,4,single,,2,,20,4,part_time,0,3,2.0,5,1,4,yes,research & development,4
38,no,travel_rarely,6,2,other,1782.0,f,2,1, laboratory technician ,3,married,3702.0,1,no,11,2,full_time,1,3,3.0,5,0,4,yes,research & development,4
35,no,,23,4,medical,1826.0,m,1,1, laboratory technician ,3,married,2705.0,0,,16,2,full_time,1,2,4.0,5,0,3,yes,research & development,2
40,no,,12,3,,,f,3,2, healthcare representative ,1,,4448.0,2,,12,2,part_time,1,3,3.0,7,7,7,yes,research & development,2
27,no,travel_frequently,48,2,,1850.0,f,3,1, laboratory technician ,4,single,2379.0,0,yes,14,3,part_time,0,3,2.0,5,0,2,yes,research & development,4
41,no,,8,3,,1909.0,f,3,2, sales executive ,2,,,5,no,21,3,part_time,1,3,3.0,5,1,4,yes,sales,3
33,no,travel_rarely,15,4,marketing,1924.0,m,3,2, sales executive ,3,single,5487.0,1,no,14,2,full_time,0,2,2.0,10,0,9,no,sales,2
49,no,,2,1,life sciences,1941.0,m,3,5, research director ,4,married,,3,no,15,4,full_time,0,3,3.0,5,4,3,no,research & development,2
36,no,non_travel,9,4,,1949.0,m,4,1, laboratory technician ,2,,2810.0,1,no,22,2,part_time,0,3,3.0,5,0,2,yes,research & development,1
41,no,,3,3,life sciences,,m,2,2, sales executive ,2,divorced,8938.0,2,,11,3,full_time,1,5,3.0,5,0,4,no,sales,3
29,no,,41,4,medical,,f,2,1, research scientist ,1,single,,1,no,14,2,part_time,0,3,1.0,5,0,4,yes,research & development,4
31,no,non_travel,5,3,medical,,m,3,2, manufacturing director ,1,,9936.0,0,no,19,2,full_time,0,2,3.0,9,1,7,yes,research & development,2
36,yes,travel_rarely,9,4,life sciences,27.0,m,2,1, sales representative ,1,single,,7,no,23,2,full_time,0,4,,5,0,3,no,sales,3
43,no,travel_rarely,2,2,medical,46.0,f,4,1, research scientist ,3,,,1,no,12,4,full_time,2,3,2.0,5,1,4,no,research & development,4
33,no,travel_frequently,18,3,life sciences,52.0,f,4,2, sales executive ,1,married,,2,no,19,1,part_time,2,3,3.0,5,1,3,no,sales,1
44,no,,1,5,marketing,68.0,f,3,2, sales executive ,1,,5454.0,5,,21,3,full_time,1,2,2.0,4,1,3,no,sales,2
38,no,,29,5,life sciences,79.0,f,3,2, laboratory technician ,4,single,,1,no,11,4,full_time,0,2,3.0,10,9,9,yes,research & development,4
50,no,,7,2,medical,80.0,f,2,5, research director ,3,divorced,18740.0,5,,12,4,full_time,1,2,2.0,27,13,8,no,research & development,2
59,no,travel_frequently,1,1,,91.0,f,2,2, sales executive ,3,single,5473.0,7,no,11,4,part_time,0,2,2.0,4,1,3,no,sales,1
40,no,travel_frequently,1,4,life sciences,119.0,m,2,4, healthcare representative ,2,married,13503.0,1,no,22,4,full_time,1,3,2.0,22,11,11,no,research & development,3
54,no,travel_rarely,2,4,technical degree,126.0,f,3,3, research director ,3,,13549.0,9,no,12,1,part_time,1,5,1.0,4,0,3,no,research & development,1
50,no,,47,3,,,f,3,5, research director ,2,,18172.0,3,yes,19,1,full_time,0,1,2.0,8,0,7,yes,research & development,1
54,no,non_travel,26,3,,148.0,f,4,4, manager ,4,single,,2,,12,3,full_time,0,3,3.0,5,4,4,yes,unknow,4
24,no,,18,1,life sciences,150.0,m,3,1, laboratory technician ,3,married,2774.0,0,no,12,3,part_time,1,2,3.0,5,1,2,yes,research & development,2
37,no,travel_rarely,3,3,life sciences,,m,3,3, sales executive ,4,,,2,no,12,1,full_time,0,3,3.0,5,1,3,yes,sales,3
30,no,travel_rarely,2,1,,198.0,m,2,1, laboratory technician ,4,single,,0,no,13,4,full_time,0,3,3.0,5,1,2,yes,research & development,2
34,no,travel_frequently,10,4,,216.0,f,3,1, sales representative ,3,,,6,no,18,4,full_time,1,3,3.0,4,1,2,no,sales,1
57,no,travel_rarely,24,2,,,m,4,3, healthcare representative ,4,divorced,9439.0,3,,16,2,full_time,1,2,1.0,5,1,4,yes,research & development,3
38,no,travel_rarely,1,4,life sciences,230.0,f,2,2, sales executive ,4,single,,4,,22,3,full_time,0,2,4.0,8,0,7,no,sales,1
41,yes,travel_rarely,20,2,marketing,,f,3,1, sales representative ,2,,,1,yes,22,4,full_time,0,5,2.0,4,0,2,yes,sales,2
42,no,,21,2,,270.0,f,3,2, manufacturing director ,3,divorced,5265.0,2,,16,2,part_time,1,5,3.0,5,0,2,no,research & development,3
34,no,,10,4,,277.0,m,3,1, research scientist ,3,divorced,3815.0,1,yes,17,4,full_time,1,4,4.0,5,2,0,yes,research & development,4
30,yes,,26,4,,299.0,f,2,2, sales executive ,1,,,5,,15,3,part_time,0,5,2.0,6,0,1,yes,sales,3
29,yes,travel_rarely,13,1,medical,315.0,m,2,1, research scientist ,4,single,2389.0,1,,13,3,part_time,0,3,,4,0,1,yes,research & development,1
32,no,,4,2,,330.0,f,3,1, sales representative ,2,married,,2,no,11,1,full_time,1,5,3.0,4,1,2,no,sales,3
25,no,,5,2,life sciences,369.0,m,4,2, healthcare representative ,1,,4000.0,1,no,12,4,full_time,2,2,3.0,6,1,5,yes,research & development,2
53,no,,3,4,,386.0,m,3,4, research director ,3,married,17584.0,3,yes,16,4,full_time,3,5,2.0,5,1,3,yes,research & development,3
26,no,,11,2,medical,390.0,m,3,2, healthcare representative ,1,married,,1,,13,3,full_time,1,3,3.0,5,3,3,yes,research & development,1
28,no,,8,2,,,f,3,1, research scientist ,4,,,1,no,21,4,part_time,0,3,3.0,5,0,2,yes,research & development,4
28,no,travel_rarely,16,2,medical,412.0,m,4,2, healthcare representative ,1,single,5661.0,0,,19,3,full_time,0,2,3.0,8,0,7,yes,research & development,2
58,no,,1,4,life sciences,422.0,m,1,2, healthcare representative ,3,divorced,,2,yes,13,4,full_time,1,2,3.0,5,1,2,yes,research & development,4
27,no,travel_rarely,5,3,,434.0,f,3,1, research scientist ,2,single,,1,,12,2,part_time,0,2,,4,1,2,yes,research & development,3
54,no,travel_frequently,20,4,life sciences,450.0,f,3,2, research scientist ,3,,4869.0,3,,12,4,full_time,0,4,2.0,4,0,3,no,research & development,4
40,no,travel_rarely,45,2,,,m,1,2, sales executive ,4,married,,2,,22,3,full_time,3,2,2.0,4,0,2,yes,sales,4
29,no,non_travel,2,3,life sciences,469.0,m,3,2, sales executive ,3,,4649.0,1,,14,1,full_time,1,3,2.0,4,0,2,yes,sales,4
50,no,travel_rarely,10,3,,491.0,m,2,3, healthcare representative ,4,,10496.0,6,no,15,4,full_time,0,2,3.0,4,1,3,no,research & development,4
24,yes,travel_rarely,1,1,technical degree,554.0,f,3,1, sales representative ,2,single,,1,yes,16,2,full_time,0,4,3.0,5,1,4,yes,sales,1
30,no,,37,3,,,m,3,1, laboratory technician ,4,married,,4,,15,3,full_time,1,3,1.0,5,1,4,no,research & development,3
34,no,,2,4,,579.0,m,2,1, research scientist ,3,,2768.0,3,,12,3,full_time,1,3,3.0,7,5,7,yes,research & development,4
33,yes,travel_rarely,10,1,,,m,1,1, laboratory technician ,4,divorced,3408.0,7,no,13,1,full_time,3,2,3.0,4,1,3,no,research & development,1
36,no,non_travel,30,4,medical,592.0,m,3,3, sales executive ,4,single,,1,,14,4,part_time,0,3,2.0,10,9,7,yes,sales,2
41,no,non_travel,10,2,,599.0,m,3,2, sales executive ,4,single,,7,no,14,4,full_time,0,3,3.0,14,1,10,yes,sales,4
39,no,travel_frequently,8,1,,,f,3,1, laboratory technician ,3,married,3755.0,1,no,11,1,full_time,1,3,3.0,8,0,7,yes,research & development,3
26,no,travel_rarely,28,2,marketing,641.0,m,3,2, sales executive ,2,married,,1,,20,4,full_time,2,5,4.0,5,1,4,yes,sales,1
24,yes,travel_frequently,7,3,,,f,3,1, laboratory technician ,3,,,1,,16,4,part_time,1,4,3.0,6,1,2,yes,research & development,1
27,no,,6,4,,655.0,f,2,1, research scientist ,3,divorced,2187.0,0,no,12,3,full_time,2,5,2.0,5,0,3,yes,research & development,1
27,yes,travel_rarely,2,1,marketing,667.0,m,3,1, sales representative ,1,divorced,,0,no,11,2,full_time,1,3,3.0,4,0,2,yes,sales,3
50,yes,,8,2,technical degree,,m,3,2, sales executive ,3,married,,3,,14,1,full_time,1,4,3.0,4,1,3,no,sales,2
23,no,travel_rarely,49,1,,758.0,m,3,1, laboratory technician ,1,,,1,no,14,4,part_time,1,2,4.0,4,0,2,yes,research & development,2
39,no,travel_rarely,24,3,,760.0,f,4,2, human resources ,2,,,9,,15,3,part_time,1,3,1.0,8,3,6,no,human resources,3
52,no,non_travel,19,4,medical,791.0,m,3,1, research scientist ,4,,4258.0,0,no,18,1,full_time,1,3,3.0,4,1,2,yes,research & development,4
26,yes,,8,3,,796.0,m,2,2, sales executive ,1,single,5326.0,6,no,17,3,full_time,0,2,2.0,4,1,2,yes,sales,4
54,no,,19,4,,799.0,f,3,2, manufacturing director ,1,divorced,5485.0,9,yes,11,2,full_time,2,4,3.0,5,1,4,yes,research & development,4
37,no,travel_rarely,10,1,life sciences,,f,3,1, research scientist ,1,divorced,2782.0,0,yes,13,2,part_time,2,3,2.0,5,4,3,no,research & development,4
50,no,travel_rarely,2,3,,815.0,m,3,4, research director ,3,,17639.0,5,,16,4,full_time,0,3,3.0,4,0,3,no,research & development,3
42,no,,1,2,life sciences,827.0,f,2,2, manufacturing director ,4,married,6062.0,9,,13,4,full_time,1,4,3.0,4,0,2,no,research & development,4
38,no,travel_frequently,12,3,,,m,2,2, healthcare representative ,1,,6288.0,2,,15,3,part_time,1,3,2.0,4,1,2,no,research & development,1
25,no,travel_rarely,2,1,medical,,m,4,1, research scientist ,1,single,3424.0,7,no,13,3,full_time,0,3,2.0,4,0,1,no,research & development,1
32,no,,8,2,,865.0,f,4,2, research scientist ,3,married,,5,,12,3,full_time,1,3,2.0,5,1,3,yes,research & development,3
25,no,,3,1,,,m,3,2, sales executive ,1,,4194.0,1,yes,18,4,full_time,0,3,3.0,5,0,3,yes,sales,3
42,no,,3,3,,894.0,f,4,2, laboratory technician ,4,married,,2,yes,13,2,full_time,1,1,2.0,5,1,3,yes,research & development,3
33,no,,3,2,human resources,,m,3,1, human resources ,2,divorced,,3,yes,11,3,full_time,1,4,4.0,4,0,3,no,human resources,4
29,no,travel_rarely,7,1,medical,,f,2,1, laboratory technician ,4,,2532.0,6,no,14,3,part_time,3,5,3.0,4,0,3,no,research & development,1
38,no,non_travel,10,3,,983.0,f,3,2, sales executive ,4,,5666.0,1,yes,13,2,part_time,0,1,3.0,5,1,3,yes,sales,3
45,no,travel_rarely,1,4,,996.0,f,3,1, laboratory technician ,4,divorced,,3,no,14,4,part_time,2,2,3.0,5,0,2,no,research & development,4
31,no,travel_frequently,1,1,,1011.0,f,3,2, manufacturing director ,1,,,1,no,12,3,full_time,1,1,3.0,4,0,3,no,research & development,3
22,no,,8,1,life sciences,1019.0,m,1,1, laboratory technician ,1,,,1,,15,1,full_time,1,3,2.0,4,1,1,yes,research & development,2
59,no,travel_rarely,2,3,,1032.0,f,2,4, manufacturing director ,4,,13726.0,3,,13,1,part_time,0,4,3.0,5,4,3,no,research & development,3
45,no,,11,2,,1045.0,f,3,4, manager ,4,married,,3,no,13,2,full_time,1,4,4.0,9,1,1,no,sales,4
45,no,travel_rarely,24,4,,1049.0,m,3,1, human resources ,2,,,1,no,16,1,full_time,0,3,3.0,6,0,4,yes,human resources,2
37,no,travel_rarely,3,3,,,f,3,2, healthcare representative ,2,,4107.0,3,no,15,1,full_time,0,3,2.0,4,0,1,yes,research & development,4
26,no,,26,1,medical,1068.0,f,2,1, research scientist ,3,,,1,no,13,3,part_time,2,5,3.0,5,1,3,no,research & development,1
26,no,,1,2,medical,,m,2,1, laboratory technician ,1,married,,1,no,16,1,full_time,2,2,3.0,5,1,3,yes,research & development,1
28,no,,42,1,,1136.0,m,2,1, research scientist ,2,married,,0,no,17,1,part_time,0,2,1.0,5,0,4,yes,research & development,4
24,no,,24,3,medical,,m,3,1, laboratory technician ,2,single,3597.0,8,no,22,4,full_time,0,2,3.0,4,1,2,no,research & development,4
30,no,travel_rarely,10,3,marketing,1179.0,m,2,2, sales executive ,3,married,,1,no,18,1,full_time,1,3,3.0,10,1,4,no,sales,3
43,yes,,9,3,,1188.0,f,1,2, sales executive ,3,single,,8,no,13,2,full_time,0,2,2.0,4,1,3,yes,sales,1
30,no,travel_rarely,29,4,life sciences,1211.0,m,3,2, sales executive ,1,divorced,4115.0,8,,19,3,full_time,3,3,3.0,4,0,3,no,sales,3
46,no,travel_rarely,2,4,technical degree,1228.0,m,3,2, manufacturing director ,4,divorced,,2,,11,3,full_time,1,3,2.0,6,1,4,yes,research & development,4
42,no,non_travel,2,5,,1231.0,m,4,2, human resources ,1,married,6272.0,7,no,16,1,full_time,1,3,4.0,4,0,3,yes,human resources,4
25,no,,10,4,life sciences,,m,3,2, sales executive ,4,single,,0,no,14,2,full_time,0,4,3.0,4,1,1,no,sales,3
27,no,,4,2,,1259.0,m,3,1, research scientist ,3,divorced,2517.0,1,,11,2,full_time,3,2,,5,0,3,yes,research & development,1
56,no,travel_rarely,8,4,life sciences,1338.0,m,3,5, manager ,2,single,,6,no,14,1,full_time,0,4,3.0,7,7,7,no,unknow,4
41,no,travel_frequently,1,3,marketing,1349.0,f,3,2, sales executive ,1,,,0,,17,4,full_time,1,2,3.0,9,1,7,yes,sales,3
28,no,,26,3,life sciences,1387.0,m,2,2, sales executive ,1,married,,1,,11,3,full_time,1,0,3.0,5,0,4,yes,sales,3
52,no,travel_frequently,28,2,,1401.0,f,4,4, manufacturing director ,3,married,,2,,11,2,full_time,1,3,2.0,5,0,2,yes,research & development,4
26,no,travel_rarely,2,1,medical,1407.0,m,2,1, research scientist ,4,single,3904.0,0,no,12,4,full_time,0,2,3.0,4,1,1,yes,research & development,1
49,yes,travel_frequently,28,2,,1420.0,m,2,2, laboratory technician ,1,,,3,no,20,1,part_time,0,2,,4,1,3,yes,research & development,1
34,no,travel_frequently,1,4,other,1431.0,m,3,1, research scientist ,1,,,5,,14,3,part_time,2,2,3.0,4,1,3,yes,research & development,4
32,no,,7,5,marketing,1446.0,m,3,2, sales executive ,4,,9204.0,4,,12,3,part_time,1,3,,4,0,3,yes,sales,4
33,no,,7,3,medical,1477.0,m,3,2, sales executive ,1,,4373.0,0,no,14,1,full_time,2,2,3.0,4,0,3,no,sales,4
