age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
34,no,Unknown,9,1,f,3,2, sales executive ,3,married,6477.686121919585,1,Unknown,20,1,part_time,0,3,2,6,1,3,no,sales,2
28,no,travel_rarely,19,4,m,2,1, laboratory technician ,1,married,3196.0,1,Unknown,12,3,full_time,3,2,3,6,3,3,no,research & development,4
44,no,Unknown,2,1,f,4,1, research scientist ,4,married,6477.686121919585,1,Unknown,13,4,full_time,1,5,3,10,7,7,no,research & development,1
31,no,travel_rarely,11,2,m,3,2, healthcare representative ,1,married,6477.686121919585,1,yes,12,4,full_time,0,2,2,6,0,1,no,research & development,3
26,no,Unknown,4,2,m,3,1, research scientist ,4,Unknown,6477.686121919585,1,yes,20,2,part_time,0,2,2,8,2,2,no,research & development,3
47,no,travel_rarely,1,3,m,3,1, research scientist ,4,Unknown,3420.0,7,no,12,3,part_time,1,2,2,6,1,2,yes,research & development,1
37,no,Unknown,5,2,m,4,1, laboratory technician ,3,single,6477.686121919585,0,no,14,1,full_time,0,2,1,6,1,3,no,research & development,3
32,no,Unknown,1,4,m,3,2, research scientist ,1,married,4087.0,4,Unknown,14,2,full_time,1,3,2,6,1,2,yes,research & development,4
32,no,Unknown,2,3,m,3,2, research scientist ,2,divorced,6477.686121919585,0,no,13,3,full_time,2,4,2,9,1,6,yes,research & development,4
33,no,non_travel,16,3,f,3,2, sales executive ,4,Unknown,5368.0,1,yes,25,3,part_time,1,2,3,6,1,2,no,sales,3
47,yes,Unknown,9,3,m,1,4, sales executive ,3,married,12936.0,7,no,11,3,full_time,0,3,1,23,14,10,yes,sales,3
41,yes,Unknown,1,2,f,3,2, sales executive ,4,Unknown,6477.686121919585,8,yes,11,1,full_time,0,0,1,6,0,5,no,sales,2
35,no,travel_rarely,16,3,m,4,1, laboratory technician ,2,married,6477.686121919585,0,Unknown,13,3,full_time,1,5,3,5,0,3,no,research & development,1
29,no,travel_rarely,2,3,m,3,1, research scientist ,2,married,6477.686121919585,0,no,23,4,full_time,1,3,3,5,0,4,no,research & development,3
32,no,travel_rarely,1,3,m,3,2, research scientist ,2,Unknown,6477.686121919585,1,no,17,2,part_time,2,3,3,10,0,9,yes,research & development,2
35,no,travel_rarely,1,3,m,2,1, research scientist ,3,single,6477.686121919585,1,no,18,1,full_time,0,3,3,6,0,4,no,research & development,2
56,no,Unknown,13,3,m,1,3, manufacturing director ,4,Unknown,6477.686121919585,4,no,11,1,full_time,0,3,2,6,0,2,yes,research & development,4
28,no,Unknown,4,3,m,3,2, sales executive ,3,Unknown,4221.0,1,Unknown,15,2,part_time,0,3,4,5,0,4,yes,sales,2
25,yes,travel_rarely,5,3,m,2,2, sales executive ,3,single,6477.686121919585,1,yes,11,4,full_time,0,1,3,6,0,3,yes,sales,3
56,yes,Unknown,14,4,f,3,1, research scientist ,2,Unknown,4963.0,9,Unknown,18,1,full_time,3,2,3,5,4,3,yes,research & development,2
26,no,Unknown,6,3,f,2,1, research scientist ,2,married,6477.686121919585,1,Unknown,19,3,full_time,0,3,2,5,4,3,no,research & development,3
32,yes,Unknown,9,3,f,3,1, laboratory technician ,1,Unknown,4200.0,7,no,22,1,part_time,0,2,4,5,0,4,no,research & development,1
30,no,travel_rarely,18,3,f,3,1, research scientist ,3,single,6477.686121919585,1,no,14,3,part_time,0,4,2,5,0,4,yes,research & development,1
50,no,travel_rarely,11,3,f,3,5, manager ,2,Unknown,6477.686121919585,3,Unknown,15,2,full_time,0,5,3,5,4,4,no,unknow,3
32,no,Unknown,6,5,m,3,1, research scientist ,3,Unknown,6477.686121919585,3,no,20,1,full_time,0,2,3,5,1,4,no,research & development,3
45,no,travel_rarely,4,2,f,3,2, sales executive ,1,Unknown,5006.0,4,Unknown,11,1,full_time,1,3,4,5,0,3,no,sales,3
43,no,Unknown,7,3,m,4,1, research scientist ,4,divorced,6477.686121919585,4,no,14,4,full_time,3,3,4,5,2,2,yes,research & development,4
29,yes,Unknown,27,3,f,3,3, sales executive ,4,married,7639.0,1,Unknown,22,4,full_time,3,3,2,10,1,9,yes,sales,2
31,no,non_travel,1,4,m,1,2, manufacturing director ,3,Unknown,6477.686121919585,0,Unknown,12,4,full_time,1,2,3,5,1,4,yes,research & development,3
33,yes,Unknown,14,3,m,3,1, laboratory technician ,4,married,6477.686121919585,5,yes,13,3,full_time,1,2,1,5,0,4,no,research & development,3
31,yes,Unknown,29,2,m,2,1, laboratory technician ,2,Unknown,6477.686121919585,0,no,11,2,part_time,0,2,4,5,1,4,yes,research & development,3
37,no,Unknown,6,4,m,3,2, sales executive ,4,Unknown,6502.0,4,no,14,2,full_time,1,5,4,5,0,1,yes,sales,3
50,no,Unknown,4,1,m,3,5, research director ,2,divorced,6477.686121919585,3,no,14,1,full_time,2,4,2,10,1,6,no,research & development,1
42,no,travel_frequently,26,3,f,3,4, sales executive ,2,married,13525.0,5,Unknown,14,4,full_time,1,2,3,20,4,8,yes,sales,3
27,no,Unknown,2,3,m,3,2, sales executive ,3,Unknown,6477.686121919585,1,yes,11,1,part_time,0,3,3,5,0,4,yes,sales,4
27,no,non_travel,1,1,m,3,2, sales executive ,2,Unknown,6349.0,0,yes,13,4,full_time,1,0,3,5,1,4,yes,sales,3
41,no,travel_rarely,6,3,m,2,2, manufacturing director ,2,single,6477.686121919585,6,yes,15,4,full_time,0,3,3,5,1,2,yes,research & development,4
37,no,travel_rarely,10,3,f,3,1, laboratory technician ,1,Unknown,6477.686121919585,6,no,20,2,part_time,1,3,3,5,0,3,yes,research & development,3
40,yes,Unknown,22,2,m,2,2, sales executive ,3,Unknown,6380.0,2,yes,12,1,full_time,2,6,3,6,1,0,yes,sales,2
55,no,Unknown,2,3,f,3,4, manager ,4,single,6477.686121919585,2,yes,13,3,full_time,0,2,3,5,1,2,no,unknow,3
26,yes,travel_frequently,3,1,m,3,1, research scientist ,1,Unknown,3102.0,0,Unknown,22,3,full_time,0,2,3,6,0,4,yes,research & development,3
40,no,travel_rarely,2,2,f,3,2, sales executive ,2,divorced,6477.686121919585,7,Unknown,12,3,full_time,2,5,3,5,1,3,yes,sales,4
25,no,Unknown,4,2,f,2,2, sales executive ,4,single,6477.686121919585,1,yes,11,2,full_time,0,3,3,5,1,3,no,sales,2
30,no,Unknown,12,3,f,3,2, sales executive ,3,single,6477.686121919585,0,no,11,2,full_time,0,6,3,5,4,4,yes,sales,2
52,no,travel_rarely,32,3,m,2,3, manufacturing director ,3,married,6477.686121919585,2,Unknown,14,3,part_time,0,4,3,5,0,4,no,research & development,4
42,no,travel_frequently,12,2,f,3,2, research scientist ,3,Unknown,4556.0,2,no,11,2,full_time,1,3,3,5,0,2,no,research & development,1
30,no,travel_rarely,2,3,f,1,2, manufacturing director ,4,Unknown,6477.686121919585,2,no,20,3,full_time,0,2,3,5,0,2,yes,research & development,3
35,no,travel_rarely,22,3,m,1,1, laboratory technician ,3,single,4230.0,0,no,15,3,full_time,0,2,3,5,4,3,no,research & development,4
31,no,travel_rarely,7,3,m,2,3, manager ,4,divorced,6477.686121919585,9,Unknown,21,3,part_time,1,3,2,5,0,1,yes,unknow,3
35,no,travel_rarely,1,3,f,3,2, sales executive ,3,single,4859.0,1,Unknown,16,4,part_time,0,3,3,5,0,3,yes,sales,1
25,no,Unknown,13,1,m,3,1, sales representative ,3,Unknown,6477.686121919585,1,Unknown,11,3,full_time,0,1,3,7,0,6,yes,sales,2
32,no,travel_rarely,9,4,f,3,2, research scientist ,4,married,6322.0,1,Unknown,12,4,full_time,1,2,3,6,0,5,no,research & development,1
47,yes,Unknown,27,2,f,4,2, sales executive ,3,Unknown,6477.686121919585,4,yes,12,4,full_time,0,2,3,5,1,3,no,sales,2
30,no,travel_frequently,5,4,m,2,1, research scientist ,4,divorced,6477.686121919585,9,no,12,2,part_time,1,3,2,5,0,3,yes,research & development,2
45,no,Unknown,9,3,m,3,3, sales executive ,1,divorced,10761.0,4,yes,12,3,part_time,1,2,3,5,0,2,no,sales,4
36,no,travel_rarely,8,3,m,2,1, human resources ,1,Unknown,6477.686121919585,0,Unknown,21,3,part_time,0,3,3,5,0,3,yes,human resources,1
31,no,Unknown,11,4,m,3,1, research scientist ,4,Unknown,6477.686121919585,3,Unknown,19,2,full_time,1,2,3,6,0,2,yes,research & development,4
37,no,travel_frequently,21,2,f,3,1, sales representative ,4,married,2973.0,5,Unknown,15,2,part_time,1,3,3,5,0,0,no,sales,3
39,no,travel_rarely,2,3,f,2,2, human resources ,4,Unknown,5204.0,8,no,11,3,part_time,2,2,3,5,0,4,no,human resources,4
42,no,Unknown,14,2,f,2,2, sales executive ,3,Unknown,6477.686121919585,7,Unknown,17,1,part_time,0,6,3,5,0,3,yes,sales,3
30,no,travel_rarely,8,2,m,3,3, sales executive ,3,Unknown,6477.686121919585,5,no,11,1,full_time,1,2,4,8,7,7,no,sales,3
50,no,Unknown,1,2,m,3,4, research director ,4,divorced,17399.0,9,no,22,3,full_time,1,1,2,5,1,3,yes,research & development,4
59,no,travel_rarely,1,2,m,3,3, manager ,4,Unknown,6477.686121919585,3,yes,14,3,full_time,1,1,1,6,0,4,yes,sales,2
54,no,Unknown,2,4,f,2,3, sales executive ,3,married,6477.686121919585,6,no,11,2,part_time,1,4,3,9,7,0,yes,sales,3
56,no,Unknown,9,3,f,3,1, research scientist ,3,married,6477.686121919585,2,no,19,2,full_time,1,4,3,5,0,3,no,research & development,1
48,no,Unknown,1,4,m,4,4, manager ,4,single,16885.0,2,no,22,3,full_time,0,3,2,5,2,1,yes,unknow,1
39,no,Unknown,9,3,m,3,2, laboratory technician ,2,single,6477.686121919585,9,no,15,3,part_time,0,2,2,5,0,3,no,research & development,3
35,no,travel_rarely,8,4,m,3,1, human resources ,3,Unknown,4323.0,1,no,17,2,full_time,0,2,1,5,1,4,yes,human resources,3
42,no,travel_rarely,4,4,m,3,2, sales executive ,1,single,5155.0,7,no,13,4,part_time,0,3,3,6,1,5,no,sales,2
44,yes,Unknown,10,4,m,3,1, research scientist ,3,single,2936.0,1,yes,11,3,full_time,0,4,3,6,0,2,no,research & development,3
29,no,travel_rarely,15,1,f,1,1, research scientist ,4,married,6477.686121919585,0,yes,18,1,full_time,1,2,2,5,1,3,no,research & development,2
33,no,Unknown,2,3,m,3,1, human resources ,3,Unknown,6477.686121919585,1,no,13,4,full_time,1,2,3,5,1,4,yes,human resources,2
54,no,travel_frequently,1,4,f,3,3, manufacturing director ,3,Unknown,6477.686121919585,7,no,17,1,full_time,1,2,1,5,1,4,no,research & development,4
46,no,Unknown,4,2,f,2,5, manager ,2,married,18789.0,2,Unknown,14,3,full_time,1,2,3,11,0,8,yes,sales,4
30,no,non_travel,9,2,f,3,2, manufacturing director ,3,single,6477.686121919585,7,yes,18,3,full_time,0,3,3,8,1,7,yes,research & development,3
32,yes,travel_rarely,7,2,m,3,2, laboratory technician ,3,Unknown,4883.0,1,Unknown,18,1,full_time,1,3,3,10,1,1,yes,research & development,4
40,yes,Unknown,25,4,m,2,3, sales executive ,2,single,6477.686121919585,2,yes,12,3,part_time,0,2,3,5,1,0,yes,sales,4
34,no,non_travel,26,1,f,2,1, research scientist ,3,divorced,2029.0,1,no,20,3,full_time,3,2,3,5,0,0,yes,research & development,1
39,no,travel_rarely,21,4,m,2,2, sales executive ,4,married,6477.686121919585,3,Unknown,12,4,full_time,2,2,4,5,1,4,no,sales,1
37,no,Unknown,4,1,m,3,1, research scientist ,3,married,2996.0,7,yes,15,4,full_time,0,2,3,6,1,3,no,research & development,3
33,no,Unknown,41,1,m,3,2, sales executive ,4,married,6477.686121919585,6,Unknown,13,1,full_time,0,2,4,5,1,2,yes,sales,4
39,no,non_travel,25,2,m,3,3, healthcare representative ,3,Unknown,6477.686121919585,3,no,21,2,full_time,1,2,3,6,0,5,no,research & development,3
52,no,travel_rarely,8,4,f,3,1, laboratory technician ,1,married,6477.686121919585,9,no,13,3,full_time,0,2,1,5,0,4,yes,research & development,3
36,no,Unknown,3,4,f,3,2, sales executive ,2,single,9278.0,3,yes,16,4,full_time,0,3,3,5,0,1,yes,sales,1
36,no,Unknown,47,4,m,2,2, laboratory technician ,4,single,6477.686121919585,1,Unknown,16,3,part_time,0,2,2,10,1,8,yes,research & development,4
24,no,travel_rarely,4,1,f,3,2, sales executive ,3,married,4162.0,1,yes,12,3,full_time,2,3,3,5,0,3,yes,sales,4
34,no,travel_rarely,1,3,f,2,1, laboratory technician ,2,Unknown,6477.686121919585,5,no,17,1,full_time,1,2,2,5,0,2,no,research & development,4
28,no,Unknown,5,3,m,3,2, sales executive ,1,single,6477.686121919585,0,Unknown,18,4,full_time,0,4,3,5,1,3,yes,sales,4
33,no,travel_rarely,4,4,f,2,1, laboratory technician ,2,Unknown,6477.686121919585,8,no,11,4,full_time,0,5,3,5,0,2,yes,research & development,1
47,no,travel_rarely,14,3,f,3,2, sales executive ,3,married,6477.686121919585,3,Unknown,17,3,part_time,1,4,2,5,1,2,yes,sales,3
40,yes,Unknown,9,4,m,3,1, laboratory technician ,1,single,6477.686121919585,3,Unknown,14,2,full_time,0,3,1,5,1,0,no,research & development,4
45,no,travel_rarely,49,3,m,3,1, research scientist ,4,married,6477.686121919585,4,no,20,4,full_time,1,3,3,5,0,3,yes,research & development,4
40,no,travel_rarely,9,2,m,3,2, sales executive ,1,Unknown,6477.686121919585,0,Unknown,12,4,part_time,0,5,4,8,7,1,yes,sales,1
29,no,Unknown,2,1,m,3,2, healthcare representative ,4,Unknown,8853.0,1,Unknown,19,4,part_time,1,0,4,6,1,3,yes,research & development,1
40,no,Unknown,14,2,f,3,2, sales executive ,1,married,6477.686121919585,1,no,15,3,full_time,1,2,3,5,1,2,yes,sales,4
43,no,Unknown,27,3,m,4,1, laboratory technician ,2,divorced,4876.0,5,Unknown,12,3,full_time,1,0,3,6,0,2,no,research & development,4
30,no,Unknown,7,3,m,2,1, research scientist ,2,Unknown,2141.0,1,no,12,2,full_time,1,3,2,6,1,1,yes,research & development,2
38,no,Unknown,2,2,f,2,3, manufacturing director ,3,Unknown,7756.0,3,Unknown,19,4,part_time,1,6,4,5,0,2,yes,research & development,4
37,no,travel_rarely,10,3,f,3,1, research scientist ,2,married,3936.0,1,Unknown,11,1,full_time,1,2,1,8,7,7,no,research & development,2
39,no,travel_rarely,12,3,m,3,2, manufacturing director ,2,Unknown,6477.686121919585,4,no,21,3,full_time,0,3,3,5,1,0,yes,research & development,4
36,no,travel_rarely,11,2,m,4,2, healthcare representative ,1,divorced,6842.0,6,no,20,1,full_time,1,3,3,5,0,4,yes,research & development,1
23,yes,travel_rarely,8,1,m,2,1, laboratory technician ,3,single,3989.0,1,Unknown,11,1,part_time,0,2,3,5,1,2,yes,research & development,4
35,no,Unknown,2,4,m,2,1, research scientist ,4,Unknown,4930.0,0,yes,14,3,part_time,0,2,4,5,1,4,yes,research & development,1
31,no,travel_frequently,24,1,f,3,2, manufacturing director ,4,single,6477.686121919585,2,Unknown,20,4,part_time,0,3,2,5,1,4,yes,research & development,4
38,no,travel_rarely,6,2,f,2,1, laboratory technician ,3,married,3702.0,1,no,11,2,full_time,1,3,3,5,0,4,yes,research & development,4
35,no,Unknown,23,4,m,1,1, laboratory technician ,3,married,2705.0,0,Unknown,16,2,full_time,1,2,4,5,0,3,yes,research & development,2
40,no,Unknown,12,3,f,3,2, healthcare representative ,1,Unknown,4448.0,2,Unknown,12,2,part_time,1,3,3,7,7,7,yes,research & development,2
27,no,travel_frequently,48,2,f,3,1, laboratory technician ,4,single,2379.0,0,yes,14,3,part_time,0,3,2,5,0,2,yes,research & development,4
41,no,Unknown,8,3,f,3,2, sales executive ,2,Unknown,6477.686121919585,5,no,21,3,part_time,1,3,3,5,1,4,yes,sales,3
33,no,travel_rarely,15,4,m,3,2, sales executive ,3,single,5487.0,1,no,14,2,full_time,0,2,2,10,0,9,no,sales,2
49,no,Unknown,2,1,m,3,5, research director ,4,married,6477.686121919585,3,no,15,4,full_time,0,3,3,5,4,3,no,research & development,2
36,no,non_travel,9,4,m,4,1, laboratory technician ,2,Unknown,2810.0,1,no,22,2,part_time,0,3,3,5,0,2,yes,research & development,1
41,no,Unknown,3,3,m,2,2, sales executive ,2,divorced,8938.0,2,Unknown,11,3,full_time,1,5,3,5,0,4,no,sales,3
29,no,Unknown,41,4,f,2,1, research scientist ,1,single,6477.686121919585,1,no,14,2,part_time,0,3,1,5,0,4,yes,research & development,4
31,no,non_travel,5,3,m,3,2, manufacturing director ,1,Unknown,9936.0,0,no,19,2,full_time,0,2,3,9,1,7,yes,research & development,2
36,yes,travel_rarely,9,4,m,2,1, sales representative ,1,single,6477.686121919585,7,no,23,2,full_time,0,4,3,5,0,3,no,sales,3
43,no,travel_rarely,2,2,f,4,1, research scientist ,3,Unknown,6477.686121919585,1,no,12,4,full_time,2,3,2,5,1,4,no,research & development,4
33,no,travel_frequently,18,3,f,4,2, sales executive ,1,married,6477.686121919585,2,no,19,1,part_time,2,3,3,5,1,3,no,sales,1
44,no,Unknown,1,5,f,3,2, sales executive ,1,Unknown,5454.0,5,Unknown,21,3,full_time,1,2,2,4,1,3,no,sales,2
38,no,Unknown,29,5,f,3,2, laboratory technician ,4,single,6477.686121919585,1,no,11,4,full_time,0,2,3,10,9,9,yes,research & development,4
50,no,Unknown,7,2,f,2,5, research director ,3,divorced,18740.0,5,Unknown,12,4,full_time,1,2,2,27,13,8,no,research & development,2
59,no,travel_frequently,1,1,f,2,2, sales executive ,3,single,5473.0,7,no,11,4,part_time,0,2,2,4,1,3,no,sales,1
40,no,travel_frequently,1,4,m,2,4, healthcare representative ,2,married,13503.0,1,no,22,4,full_time,1,3,2,22,11,11,no,research & development,3
54,no,travel_rarely,2,4,f,3,3, research director ,3,Unknown,13549.0,9,no,12,1,part_time,1,5,1,4,0,3,no,research & development,1
50,no,Unknown,47,3,f,3,5, research director ,2,Unknown,18172.0,3,yes,19,1,full_time,0,1,2,8,0,7,yes,research & development,1
54,no,non_travel,26,3,f,4,4, manager ,4,single,6477.686121919585,2,Unknown,12,3,full_time,0,3,3,5,4,4,yes,unknow,4
24,no,Unknown,18,1,m,3,1, laboratory technician ,3,married,2774.0,0,no,12,3,part_time,1,2,3,5,1,2,yes,research & development,2
37,no,travel_rarely,3,3,m,3,3, sales executive ,4,Unknown,6477.686121919585,2,no,12,1,full_time,0,3,3,5,1,3,yes,sales,3
30,no,travel_rarely,2,1,m,2,1, laboratory technician ,4,single,6477.686121919585,0,no,13,4,full_time,0,3,3,5,1,2,yes,research & development,2
34,no,travel_frequently,10,4,f,3,1, sales representative ,3,Unknown,6477.686121919585,6,no,18,4,full_time,1,3,3,4,1,2,no,sales,1
57,no,travel_rarely,24,2,m,4,3, healthcare representative ,4,divorced,9439.0,3,Unknown,16,2,full_time,1,2,1,5,1,4,yes,research & development,3
38,no,travel_rarely,1,4,f,2,2, sales executive ,4,single,6477.686121919585,4,Unknown,22,3,full_time,0,2,4,8,0,7,no,sales,1
41,yes,travel_rarely,20,2,f,3,1, sales representative ,2,Unknown,6477.686121919585,1,yes,22,4,full_time,0,5,2,4,0,2,yes,sales,2
42,no,Unknown,21,2,f,3,2, manufacturing director ,3,divorced,5265.0,2,Unknown,16,2,part_time,1,5,3,5,0,2,no,research & development,3
34,no,Unknown,10,4,m,3,1, research scientist ,3,divorced,3815.0,1,yes,17,4,full_time,1,4,4,5,2,0,yes,research & development,4
30,yes,Unknown,26,4,f,2,2, sales executive ,1,Unknown,6477.686121919585,5,Unknown,15,3,part_time,0,5,2,6,0,1,yes,sales,3
29,yes,travel_rarely,13,1,m,2,1, research scientist ,4,single,2389.0,1,Unknown,13,3,part_time,0,3,3,4,0,1,yes,research & development,1
32,no,Unknown,4,2,f,3,1, sales representative ,2,married,6477.686121919585,2,no,11,1,full_time,1,5,3,4,1,2,no,sales,3
25,no,Unknown,5,2,m,4,2, healthcare representative ,1,Unknown,4000.0,1,no,12,4,full_time,2,2,3,6,1,5,yes,research & development,2
53,no,Unknown,3,4,m,3,4, research director ,3,married,17584.0,3,yes,16,4,full_time,3,5,2,5,1,3,yes,research & development,3
26,no,Unknown,11,2,m,3,2, healthcare representative ,1,married,6477.686121919585,1,Unknown,13,3,full_time,1,3,3,5,3,3,yes,research & development,1
28,no,Unknown,8,2,f,3,1, research scientist ,4,Unknown,6477.686121919585,1,no,21,4,part_time,0,3,3,5,0,2,yes,research & development,4
28,no,travel_rarely,16,2,m,4,2, healthcare representative ,1,single,5661.0,0,Unknown,19,3,full_time,0,2,3,8,0,7,yes,research & development,2
58,no,Unknown,1,4,m,1,2, healthcare representative ,3,divorced,6477.686121919585,2,yes,13,4,full_time,1,2,3,5,1,2,yes,research & development,4
27,no,travel_rarely,5,3,f,3,1, research scientist ,2,single,6477.686121919585,1,Unknown,12,2,part_time,0,2,3,4,1,2,yes,research & development,3
54,no,travel_frequently,20,4,f,3,2, research scientist ,3,Unknown,4869.0,3,Unknown,12,4,full_time,0,4,2,4,0,3,no,research & development,4
40,no,travel_rarely,45,2,m,1,2, sales executive ,4,married,6477.686121919585,2,Unknown,22,3,full_time,3,2,2,4,0,2,yes,sales,4
29,no,non_travel,2,3,m,3,2, sales executive ,3,Unknown,4649.0,1,Unknown,14,1,full_time,1,3,2,4,0,2,yes,sales,4
50,no,travel_rarely,10,3,m,2,3, healthcare representative ,4,Unknown,10496.0,6,no,15,4,full_time,0,2,3,4,1,3,no,research & development,4
24,yes,travel_rarely,1,1,f,3,1, sales representative ,2,single,6477.686121919585,1,yes,16,2,full_time,0,4,3,5,1,4,yes,sales,1
30,no,Unknown,37,3,m,3,1, laboratory technician ,4,married,6477.686121919585,4,Unknown,15,3,full_time,1,3,1,5,1,4,no,research & development,3
34,no,Unknown,2,4,m,2,1, research scientist ,3,Unknown,2768.0,3,Unknown,12,3,full_time,1,3,3,7,5,7,yes,research & development,4
33,yes,travel_rarely,10,1,m,1,1, laboratory technician ,4,divorced,3408.0,7,no,13,1,full_time,3,2,3,4,1,3,no,research & development,1
36,no,non_travel,30,4,m,3,3, sales executive ,4,single,6477.686121919585,1,Unknown,14,4,part_time,0,3,2,10,9,7,yes,sales,2
41,no,non_travel,10,2,m,3,2, sales executive ,4,single,6477.686121919585,7,no,14,4,full_time,0,3,3,14,1,10,yes,sales,4
39,no,travel_frequently,8,1,f,3,1, laboratory technician ,3,married,3755.0,1,no,11,1,full_time,1,3,3,8,0,7,yes,research & development,3
26,no,travel_rarely,28,2,m,3,2, sales executive ,2,married,6477.686121919585,1,Unknown,20,4,full_time,2,5,4,5,1,4,yes,sales,1
24,yes,travel_frequently,7,3,f,3,1, laboratory technician ,3,Unknown,6477.686121919585,1,Unknown,16,4,part_time,1,4,3,6,1,2,yes,research & development,1
27,no,Unknown,6,4,f,2,1, research scientist ,3,divorced,2187.0,0,no,12,3,full_time,2,5,2,5,0,3,yes,research & development,1
